ref,title,listingKind,propertyType,area,city,compound,price,rentPrice,rentPeriod,currency,unitAreaSqm,bedrooms,bathrooms,finish,furnished,availability,status,deliveryDate,isAssignment,downPaymentPaid,isFeatured,address,description
BLOOMFIE-027-01,95 sqm apartment in Bloomfields - 2 BR,sale,apartment,Mostakbal City,Mostakbal City,Bloomfields,8350000,,,EGP,95,2,2,semi_finished,True,available,active,2027-12-18,False,,True,"Bloomfields, Mostakbal City","Apartment for sale in Bloomfields. 95 sqm, semi finished, furnished, 2 bedrooms, 2 bathrooms. Delivery: 2027-12-18."
BLOOMFIE-027-02,140 sqm apartment in Bloomfields - 3 BR,sale,apartment,Mostakbal City,Mostakbal City,Bloomfields,12550000,,,EGP,140,3,2,semi_finished,True,available,active,2028-01-15,False,,True,"Bloomfields, Mostakbal City","Apartment for sale in Bloomfields. 140 sqm, semi finished, furnished, 3 bedrooms, 2 bathrooms. Delivery: 2028-01-15."
BLOOMFIE-027-03,215 sqm townhouse in Bloomfields - 3 BR,sale,townhouse,Mostakbal City,Mostakbal City,Bloomfields,11500000,,,EGP,215,3,3,semi_finished,True,available,active,2027-10-19,False,,True,"Bloomfields, Mostakbal City","Townhouse for sale in Bloomfields. 215 sqm, semi finished, furnished, 3 bedrooms, 3 bathrooms. Delivery: 2027-10-19."
IL-MONTE-028-01,85 sqm chalet in Il Monte Galala - 2 BR,sale,chalet,Ain Sokhna,Ain Sokhna,Il Monte Galala,4250000,,,EGP,85,2,2,fully_finished,False,available,active,2027-05-04,False,,True,"Il Monte Galala, Ain Sokhna","Chalet for sale in Il Monte Galala. 85 sqm, fully finished, unfurnished, 2 bedrooms, 2 bathrooms. Delivery: 2027-05-04."
IL-MONTE-028-02,140 sqm chalet in Il Monte Galala - 3 BR,sale,chalet,Ain Sokhna,Ain Sokhna,Il Monte Galala,8150000,,,EGP,140,3,2,finished,True,available,active,2027-12-15,False,,True,"Il Monte Galala, Ain Sokhna","Chalet for sale in Il Monte Galala. 140 sqm, finished, furnished, 3 bedrooms, 2 bathrooms. Delivery: 2027-12-15."
IL-MONTE-028-03,225 sqm townhouse in Il Monte Galala - 3 BR,sale,townhouse,Ain Sokhna,Ain Sokhna,Il Monte Galala,19150000,,,EGP,225,3,3,fully_finished,False,available,active,2027-05-07,False,,True,"Il Monte Galala, Ain Sokhna","Townhouse for sale in Il Monte Galala. 225 sqm, fully finished, unfurnished, 3 bedrooms, 3 bathrooms. Delivery: 2027-05-07."
HYDE-PAR-029-01,90 sqm apartment in Hyde Park New Cairo - 2 BR,sale,apartment,New Cairo,New Cairo,Hyde Park New Cairo,9000000,,,EGP,90,2,2,finished,False,available,active,2027-01-04,False,,True,"Hyde Park New Cairo, New Cairo","Apartment for sale in Hyde Park New Cairo. 90 sqm, finished, unfurnished, 2 bedrooms, 2 bathrooms. Delivery: 2027-01-04."
HYDE-PAR-029-02,155 sqm apartment in Hyde Park New Cairo - 3 BR,sale,apartment,New Cairo,New Cairo,Hyde Park New Cairo,11050000,,,EGP,155,3,2,fully_finished,False,available,active,2027-02-24,False,,True,"Hyde Park New Cairo, New Cairo","Apartment for sale in Hyde Park New Cairo. 155 sqm, fully finished, unfurnished, 3 bedrooms, 2 bathrooms. Delivery: 2027-02-24."
HYDE-PAR-029-03,215 sqm townhouse in Hyde Park New Cairo - 3 BR,sale,townhouse,New Cairo,New Cairo,Hyde Park New Cairo,19400000,,,EGP,215,3,3,semi_finished,False,available,active,2027-04-25,False,,True,"Hyde Park New Cairo, New Cairo","Townhouse for sale in Hyde Park New Cairo. 215 sqm, semi finished, unfurnished, 3 bedrooms, 3 bathrooms. Delivery: 2027-04-25."
GARDEN-H-030-01,90 sqm apartment in Garden Heights - 2 BR,sale,apartment,New Cairo,New Cairo,Garden Heights,8950000,,,EGP,90,2,2,fully_finished,True,available,active,2027-07-07,False,,True,"Garden Heights, New Cairo","Apartment for sale in Garden Heights. 90 sqm, fully finished, furnished, 2 bedrooms, 2 bathrooms. Delivery: 2027-07-07."
GARDEN-H-030-02,145 sqm apartment in Garden Heights - 3 BR,sale,apartment,New Cairo,New Cairo,Garden Heights,13300000,,,EGP,145,3,2,finished,True,available,active,2027-09-26,False,,True,"Garden Heights, New Cairo","Apartment for sale in Garden Heights. 145 sqm, finished, furnished, 3 bedrooms, 2 bathrooms. Delivery: 2027-09-26."
GARDEN-H-030-03,210 sqm townhouse in Garden Heights - 3 BR,sale,townhouse,New Cairo,New Cairo,Garden Heights,15400000,,,EGP,210,3,3,semi_finished,False,available,active,2027-05-24,False,,True,"Garden Heights, New Cairo","Townhouse for sale in Garden Heights. 210 sqm, semi finished, unfurnished, 3 bedrooms, 3 bathrooms. Delivery: 2027-05-24."
TAWNY-HY-031-01,85 sqm apartment in Tawny Hyde Park - 2 BR,sale,apartment,West Cairo,West Cairo,Tawny Hyde Park,4800000,,,EGP,85,2,2,finished,False,available,active,2028-05-20,False,,True,"Tawny Hyde Park, West Cairo","Apartment for sale in Tawny Hyde Park. 85 sqm, finished, unfurnished, 2 bedrooms, 2 bathrooms. Delivery: 2028-05-20."
TAWNY-HY-031-02,140 sqm apartment in Tawny Hyde Park - 3 BR,sale,apartment,West Cairo,West Cairo,Tawny Hyde Park,8750000,,,EGP,140,3,2,fully_finished,True,available,active,2028-02-21,False,,True,"Tawny Hyde Park, West Cairo","Apartment for sale in Tawny Hyde Park. 140 sqm, fully finished, furnished, 3 bedrooms, 2 bathrooms. Delivery: 2028-02-21."
TAWNY-HY-031-03,220 sqm townhouse in Tawny Hyde Park - 3 BR,sale,townhouse,West Cairo,West Cairo,Tawny Hyde Park,10900000,,,EGP,220,3,3,fully_finished,False,available,active,2028-07-29,False,,True,"Tawny Hyde Park, West Cairo","Townhouse for sale in Tawny Hyde Park. 220 sqm, fully finished, unfurnished, 3 bedrooms, 3 bathrooms. Delivery: 2028-07-29."
SEASHORE-032-01,90 sqm chalet in Seashore - 2 BR,sale,chalet,North Coast,North Coast,Seashore,10450000,,,EGP,90,2,2,fully_finished,False,available,active,2029-08-05,False,,True,"Seashore, North Coast","Chalet for sale in Seashore. 90 sqm, fully finished, unfurnished, 2 bedrooms, 2 bathrooms. Delivery: 2029-08-05."
SEASHORE-032-02,130 sqm chalet in Seashore - 3 BR,sale,chalet,North Coast,North Coast,Seashore,12350000,,,EGP,130,3,2,semi_finished,False,available,active,2029-09-22,False,,True,"Seashore, North Coast","Chalet for sale in Seashore. 130 sqm, semi finished, unfurnished, 3 bedrooms, 2 bathrooms. Delivery: 2029-09-22."
SEASHORE-032-03,210 sqm townhouse in Seashore - 3 BR,sale,townhouse,North Coast,North Coast,Seashore,22200000,,,EGP,210,3,3,finished,True,available,active,2029-08-28,False,,True,"Seashore, North Coast","Townhouse for sale in Seashore. 210 sqm, finished, furnished, 3 bedrooms, 3 bathrooms. Delivery: 2029-08-28."
L-AVENIR-033-01,100 sqm apartment in L'Avenir - 2 BR,sale,apartment,Mostakbal City,Mostakbal City,L'Avenir,9150000,,,EGP,100,2,2,fully_finished,False,available,active,2026-11-11,False,,True,"L'Avenir, Mostakbal City","Apartment for sale in L'Avenir. 100 sqm, fully finished, unfurnished, 2 bedrooms, 2 bathrooms. Delivery: 2026-11-11."
L-AVENIR-033-02,145 sqm apartment in L'Avenir - 3 BR,sale,apartment,Mostakbal City,Mostakbal City,L'Avenir,9500000,,,EGP,145,3,2,fully_finished,False,available,active,2026-12-13,False,,True,"L'Avenir, Mostakbal City","Apartment for sale in L'Avenir. 145 sqm, fully finished, unfurnished, 3 bedrooms, 2 bathrooms. Delivery: 2026-12-13."
L-AVENIR-033-03,205 sqm townhouse in L'Avenir - 3 BR,sale,townhouse,Mostakbal City,Mostakbal City,L'Avenir,20450000,,,EGP,205,3,3,finished,False,available,active,2026-11-24,False,,True,"L'Avenir, Mostakbal City","Townhouse for sale in L'Avenir. 205 sqm, finished, unfurnished, 3 bedrooms, 3 bathrooms. Delivery: 2026-11-24."
ZOYA-034-01,85 sqm chalet in Zoya - 2 BR,sale,chalet,North Coast,North Coast,Zoya,10900000,,,EGP,85,2,2,semi_finished,False,available,active,2028-12-19,False,,True,"Zoya, North Coast","Chalet for sale in Zoya. 85 sqm, semi finished, unfurnished, 2 bedrooms, 2 bathrooms. Delivery: 2028-12-19."
ZOYA-034-02,150 sqm chalet in Zoya - 3 BR,sale,chalet,North Coast,North Coast,Zoya,14150000,,,EGP,150,3,2,finished,False,available,active,2028-08-10,False,,True,"Zoya, North Coast","Chalet for sale in Zoya. 150 sqm, finished, unfurnished, 3 bedrooms, 2 bathrooms. Delivery: 2028-08-10."
ZOYA-034-03,225 sqm townhouse in Zoya - 3 BR,sale,townhouse,North Coast,North Coast,Zoya,15250000,,,EGP,225,3,3,finished,True,available,active,2028-12-24,False,,True,"Zoya, North Coast","Townhouse for sale in Zoya. 225 sqm, finished, furnished, 3 bedrooms, 3 bathrooms. Delivery: 2028-12-24."
KEEVA-035-01,90 sqm apartment in Keeva - 2 BR,sale,apartment,West Cairo,West Cairo,Keeva,6200000,,,EGP,90,2,2,finished,False,available,active,2028-04-09,False,,True,"Keeva, West Cairo","Apartment for sale in Keeva. 90 sqm, finished, unfurnished, 2 bedrooms, 2 bathrooms. Delivery: 2028-04-09."
KEEVA-035-02,145 sqm apartment in Keeva - 3 BR,sale,apartment,West Cairo,West Cairo,Keeva,12450000,,,EGP,145,3,2,fully_finished,True,available,active,2028-02-09,False,,True,"Keeva, West Cairo","Apartment for sale in Keeva. 145 sqm, fully finished, furnished, 3 bedrooms, 2 bathrooms. Delivery: 2028-02-09."
KEEVA-035-03,215 sqm townhouse in Keeva - 3 BR,sale,townhouse,West Cairo,West Cairo,Keeva,17500000,,,EGP,215,3,3,semi_finished,True,available,active,2028-02-07,False,,True,"Keeva, West Cairo","Townhouse for sale in Keeva. 215 sqm, semi finished, furnished, 3 bedrooms, 3 bathrooms. Delivery: 2028-02-07."
LITTLE-V-036-01,85 sqm chalet in Little Venice Golf Resort - 2 BR,sale,chalet,Ain Sokhna,Ain Sokhna,Little Venice Golf Resort,6900000,,,EGP,85,2,2,finished,False,available,active,2025-04-05,False,,True,"Little Venice Golf Resort, Ain Sokhna","Chalet for sale in Little Venice Golf Resort. 85 sqm, finished, unfurnished, 2 bedrooms, 2 bathrooms. Delivery: 2025-04-05."
LITTLE-V-036-02,135 sqm chalet in Little Venice Golf Resort - 3 BR,sale,chalet,Ain Sokhna,Ain Sokhna,Little Venice Golf Resort,8800000,,,EGP,135,3,2,semi_finished,True,available,active,2025-06-15,False,,True,"Little Venice Golf Resort, Ain Sokhna","Chalet for sale in Little Venice Golf Resort. 135 sqm, semi finished, furnished, 3 bedrooms, 2 bathrooms. Delivery: 2025-06-15."
LITTLE-V-036-03,215 sqm townhouse in Little Venice Golf Resort - 3 BR,sale,townhouse,Ain Sokhna,Ain Sokhna,Little Venice Golf Resort,20600000,,,EGP,215,3,3,semi_finished,False,available,active,2025-05-08,False,,True,"Little Venice Golf Resort, Ain Sokhna","Townhouse for sale in Little Venice Golf Resort. 215 sqm, semi finished, unfurnished, 3 bedrooms, 3 bathrooms. Delivery: 2025-05-08."
HAPTOWN-037-01,105 sqm apartment in HAPTown - 2 BR,sale,apartment,Mostakbal City,Mostakbal City,HAPTown,5050000,,,EGP,105,2,2,fully_finished,False,available,active,2028-02-04,False,,True,"HAPTown, Mostakbal City","Apartment for sale in HAPTown. 105 sqm, fully finished, unfurnished, 2 bedrooms, 2 bathrooms. Delivery: 2028-02-04."
HAPTOWN-037-02,150 sqm apartment in HAPTown - 3 BR,sale,apartment,Mostakbal City,Mostakbal City,HAPTown,12900000,,,EGP,150,3,2,semi_finished,False,available,active,2028-02-13,False,,True,"HAPTown, Mostakbal City","Apartment for sale in HAPTown. 150 sqm, semi finished, unfurnished, 3 bedrooms, 2 bathrooms. Delivery: 2028-02-13."
HAPTOWN-037-03,220 sqm townhouse in HAPTown - 3 BR,sale,townhouse,Mostakbal City,Mostakbal City,HAPTown,14200000,,,EGP,220,3,3,finished,False,available,active,2028-05-20,False,,True,"HAPTown, Mostakbal City","Townhouse for sale in HAPTown. 220 sqm, finished, unfurnished, 3 bedrooms, 3 bathrooms. Delivery: 2028-05-20."
MAKADI-H-038-01,85 sqm chalet in Makadi Heights - 2 BR,sale,chalet,Red Sea,Red Sea,Makadi Heights,9150000,,,EGP,85,2,2,finished,False,available,active,2026-07-10,False,,True,"Makadi Heights, Red Sea","Chalet for sale in Makadi Heights. 85 sqm, finished, unfurnished, 2 bedrooms, 2 bathrooms. Delivery: 2026-07-10."
MAKADI-H-038-02,210 sqm townhouse in Makadi Heights - 3 BR,sale,townhouse,Red Sea,Red Sea,Makadi Heights,17300000,,,EGP,210,3,3,finished,False,available,active,2026-07-11,False,,True,"Makadi Heights, Red Sea","Townhouse for sale in Makadi Heights. 210 sqm, finished, unfurnished, 3 bedrooms, 3 bathrooms. Delivery: 2026-07-11."
MAKADI-H-038-03,380 sqm villa in Makadi Heights - 5 BR,sale,villa,Red Sea,Red Sea,Makadi Heights,29200000,,,EGP,380,5,4,fully_finished,False,available,active,2026-10-11,False,,True,"Makadi Heights, Red Sea","Villa for sale in Makadi Heights. 380 sqm, fully finished, unfurnished, 5 bedrooms, 4 bathrooms. Delivery: 2026-10-11."
O-WEST-039-01,85 sqm apartment in O West - 2 BR,sale,apartment,West Cairo,West Cairo,O West,4100000,,,EGP,85,2,2,finished,False,available,active,2028-07-05,False,,True,"O West, West Cairo","Apartment for sale in O West. 85 sqm, finished, unfurnished, 2 bedrooms, 2 bathrooms. Delivery: 2028-07-05."
O-WEST-039-02,135 sqm apartment in O West - 3 BR,sale,apartment,West Cairo,West Cairo,O West,10100000,,,EGP,135,3,2,finished,True,available,active,2028-09-30,False,,True,"O West, West Cairo","Apartment for sale in O West. 135 sqm, finished, furnished, 3 bedrooms, 2 bathrooms. Delivery: 2028-09-30."
O-WEST-039-03,210 sqm townhouse in O West - 3 BR,sale,townhouse,West Cairo,West Cairo,O West,15300000,,,EGP,210,3,3,fully_finished,False,available,active,2028-11-10,False,,True,"O West, West Cairo","Townhouse for sale in O West. 210 sqm, fully finished, unfurnished, 3 bedrooms, 3 bathrooms. Delivery: 2028-11-10."
EL-GOUNA-040-01,85 sqm chalet in El Gouna - 2 BR,sale,chalet,Red Sea,Red Sea,El Gouna,8950000,,,EGP,85,2,2,fully_finished,False,available,active,2025-07-08,False,,True,"El Gouna, Red Sea","Chalet for sale in El Gouna. 85 sqm, fully finished, unfurnished, 2 bedrooms, 2 bathrooms. Delivery: 2025-07-08."
EL-GOUNA-040-02,205 sqm townhouse in El Gouna - 3 BR,sale,townhouse,Red Sea,Red Sea,El Gouna,14800000,,,EGP,205,3,3,finished,True,available,active,2025-11-16,False,,True,"El Gouna, Red Sea","Townhouse for sale in El Gouna. 205 sqm, finished, furnished, 3 bedrooms, 3 bathrooms. Delivery: 2025-11-16."
EL-GOUNA-040-03,385 sqm villa in El Gouna - 5 BR,sale,villa,Red Sea,Red Sea,El Gouna,23950000,,,EGP,385,5,4,fully_finished,False,available,active,2025-08-11,False,,True,"El Gouna, Red Sea","Villa for sale in El Gouna. 385 sqm, fully finished, unfurnished, 5 bedrooms, 4 bathrooms. Delivery: 2025-08-11."
TAJ-CITY-041-01,100 sqm apartment in Taj City - 2 BR,sale,apartment,New Cairo,New Cairo,Taj City,6350000,,,EGP,100,2,2,finished,True,available,active,2028-07-26,False,,True,"Taj City, New Cairo","Apartment for sale in Taj City. 100 sqm, finished, furnished, 2 bedrooms, 2 bathrooms. Delivery: 2028-07-26."
TAJ-CITY-041-02,155 sqm apartment in Taj City - 3 BR,sale,apartment,New Cairo,New Cairo,Taj City,14550000,,,EGP,155,3,2,finished,False,available,active,2028-05-12,False,,True,"Taj City, New Cairo","Apartment for sale in Taj City. 155 sqm, finished, unfurnished, 3 bedrooms, 2 bathrooms. Delivery: 2028-05-12."
TAJ-CITY-041-03,225 sqm townhouse in Taj City - 3 BR,sale,townhouse,New Cairo,New Cairo,Taj City,19400000,,,EGP,225,3,3,fully_finished,False,available,active,2028-09-07,False,,True,"Taj City, New Cairo","Townhouse for sale in Taj City. 225 sqm, fully finished, unfurnished, 3 bedrooms, 3 bathrooms. Delivery: 2028-09-07."
KINDA-042-01,100 sqm apartment in Kinda - 2 BR,sale,apartment,New Cairo,New Cairo,Kinda,9300000,,,EGP,100,2,2,finished,False,available,active,2026-09-02,False,,True,"Kinda, New Cairo","Apartment for sale in Kinda. 100 sqm, finished, unfurnished, 2 bedrooms, 2 bathrooms. Delivery: 2026-09-02."
KINDA-042-02,145 sqm apartment in Kinda - 3 BR,sale,apartment,New Cairo,New Cairo,Kinda,14200000,,,EGP,145,3,2,fully_finished,True,available,active,2026-10-01,False,,True,"Kinda, New Cairo","Apartment for sale in Kinda. 145 sqm, fully finished, furnished, 3 bedrooms, 2 bathrooms. Delivery: 2026-10-01."
KINDA-042-03,215 sqm townhouse in Kinda - 3 BR,sale,townhouse,New Cairo,New Cairo,Kinda,20600000,,,EGP,215,3,3,semi_finished,True,available,active,2026-08-09,False,,True,"Kinda, New Cairo","Townhouse for sale in Kinda. 215 sqm, semi finished, furnished, 3 bedrooms, 3 bathrooms. Delivery: 2026-08-09."
SARAI-043-01,90 sqm apartment in Sarai - 2 BR,sale,apartment,New Cairo,New Cairo,Sarai,6550000,,,EGP,90,2,2,finished,False,available,active,2029-08-20,False,,True,"Sarai, New Cairo","Apartment for sale in Sarai. 90 sqm, finished, unfurnished, 2 bedrooms, 2 bathrooms. Delivery: 2029-08-20."
SARAI-043-02,135 sqm apartment in Sarai - 3 BR,sale,apartment,New Cairo,New Cairo,Sarai,8650000,,,EGP,135,3,2,semi_finished,False,available,active,2029-05-18,False,,True,"Sarai, New Cairo","Apartment for sale in Sarai. 135 sqm, semi finished, unfurnished, 3 bedrooms, 2 bathrooms. Delivery: 2029-05-18."
SARAI-043-03,210 sqm townhouse in Sarai - 3 BR,sale,townhouse,New Cairo,New Cairo,Sarai,22100000,,,EGP,210,3,3,semi_finished,False,available,active,2029-06-19,False,,True,"Sarai, New Cairo","Townhouse for sale in Sarai. 210 sqm, semi finished, unfurnished, 3 bedrooms, 3 bathrooms. Delivery: 2029-06-19."
MAZARINE-044-01,90 sqm chalet in Mazarine - 2 BR,sale,chalet,New Alamein,New Alamein,Mazarine,7700000,,,EGP,90,2,2,semi_finished,False,available,active,2028-12-04,False,,True,"Mazarine, New Alamein","Chalet for sale in Mazarine. 90 sqm, semi finished, unfurnished, 2 bedrooms, 2 bathrooms. Delivery: 2028-12-04."
MAZARINE-044-02,130 sqm chalet in Mazarine - 3 BR,sale,chalet,New Alamein,New Alamein,Mazarine,10050000,,,EGP,130,3,2,finished,False,available,active,2028-10-03,False,,True,"Mazarine, New Alamein","Chalet for sale in Mazarine. 130 sqm, finished, unfurnished, 3 bedrooms, 2 bathrooms. Delivery: 2028-10-03."
MAZARINE-044-03,210 sqm townhouse in Mazarine - 3 BR,sale,townhouse,New Alamein,New Alamein,Mazarine,25350000,,,EGP,210,3,3,semi_finished,False,available,active,2028-12-21,False,,True,"Mazarine, New Alamein","Townhouse for sale in Mazarine. 210 sqm, semi finished, unfurnished, 3 bedrooms, 3 bathrooms. Delivery: 2028-12-21."
AL-MAQSA-045-01,85 sqm apartment in Al Maqsad - 2 BR,sale,apartment,New Capital,New Capital,Al Maqsad,5900000,,,EGP,85,2,2,semi_finished,False,available,active,2027-05-08,False,,True,"Al Maqsad, New Capital","Apartment for sale in Al Maqsad. 85 sqm, semi finished, unfurnished, 2 bedrooms, 2 bathrooms. Delivery: 2027-05-08."
AL-MAQSA-045-02,155 sqm apartment in Al Maqsad - 3 BR,sale,apartment,New Capital,New Capital,Al Maqsad,12900000,,,EGP,155,3,2,fully_finished,True,available,active,2027-07-11,False,,True,"Al Maqsad, New Capital","Apartment for sale in Al Maqsad. 155 sqm, fully finished, furnished, 3 bedrooms, 2 bathrooms. Delivery: 2027-07-11."
AL-MAQSA-045-03,220 sqm townhouse in Al Maqsad - 3 BR,sale,townhouse,New Capital,New Capital,Al Maqsad,13700000,,,EGP,220,3,3,semi_finished,False,available,active,2027-05-04,False,,True,"Al Maqsad, New Capital","Townhouse for sale in Al Maqsad. 220 sqm, semi finished, unfurnished, 3 bedrooms, 3 bathrooms. Delivery: 2027-05-04."
ETAPA-046-01,85 sqm apartment in Etapa - 2 BR,sale,apartment,Sheikh Zayed,Sheikh Zayed,Etapa,6950000,,,EGP,85,2,2,finished,True,available,active,2025-10-06,False,,True,"Etapa, Sheikh Zayed","Apartment for sale in Etapa. 85 sqm, finished, furnished, 2 bedrooms, 2 bathrooms. Delivery: 2025-10-06."
ETAPA-046-02,150 sqm apartment in Etapa - 3 BR,sale,apartment,Sheikh Zayed,Sheikh Zayed,Etapa,15800000,,,EGP,150,3,2,fully_finished,False,available,active,2025-11-19,False,,True,"Etapa, Sheikh Zayed","Apartment for sale in Etapa. 150 sqm, fully finished, unfurnished, 3 bedrooms, 2 bathrooms. Delivery: 2025-11-19."
ETAPA-046-03,225 sqm townhouse in Etapa - 3 BR,sale,townhouse,Sheikh Zayed,Sheikh Zayed,Etapa,21500000,,,EGP,225,3,3,finished,False,available,active,2025-12-25,False,,True,"Etapa, Sheikh Zayed","Townhouse for sale in Etapa. 225 sqm, finished, unfurnished, 3 bedrooms, 3 bathrooms. Delivery: 2025-12-25."
NEW-GIZA-047-01,105 sqm apartment in New Giza - 2 BR,sale,apartment,West Cairo,West Cairo,New Giza,10200000,,,EGP,105,2,2,finished,False,available,active,2027-01-03,False,,True,"New Giza, West Cairo","Apartment for sale in New Giza. 105 sqm, finished, unfurnished, 2 bedrooms, 2 bathrooms. Delivery: 2027-01-03."
NEW-GIZA-047-02,150 sqm apartment in New Giza - 3 BR,sale,apartment,West Cairo,West Cairo,New Giza,8900000,,,EGP,150,3,2,fully_finished,False,available,active,2027-04-20,False,,True,"New Giza, West Cairo","Apartment for sale in New Giza. 150 sqm, fully finished, unfurnished, 3 bedrooms, 2 bathrooms. Delivery: 2027-04-20."
NEW-GIZA-047-03,205 sqm townhouse in New Giza - 3 BR,sale,townhouse,West Cairo,West Cairo,New Giza,14550000,,,EGP,205,3,3,fully_finished,False,available,active,2027-02-17,False,,True,"New Giza, West Cairo","Townhouse for sale in New Giza. 205 sqm, fully finished, unfurnished, 3 bedrooms, 3 bathrooms. Delivery: 2027-02-17."
FIFTY-SE-048-01,100 sqm apartment in Fifty Seven - 2 BR,sale,apartment,New Cairo,New Cairo,Fifty Seven,7650000,,,EGP,100,2,2,semi_finished,False,available,active,2028-08-21,False,,True,"Fifty Seven, New Cairo","Apartment for sale in Fifty Seven. 100 sqm, semi finished, unfurnished, 2 bedrooms, 2 bathrooms. Delivery: 2028-08-21."
FIFTY-SE-048-02,150 sqm apartment in Fifty Seven - 3 BR,sale,apartment,New Cairo,New Cairo,Fifty Seven,10750000,,,EGP,150,3,2,fully_finished,False,available,active,2028-04-12,False,,True,"Fifty Seven, New Cairo","Apartment for sale in Fifty Seven. 150 sqm, fully finished, unfurnished, 3 bedrooms, 2 bathrooms. Delivery: 2028-04-12."
FIFTY-SE-048-03,225 sqm townhouse in Fifty Seven - 3 BR,sale,townhouse,New Cairo,New Cairo,Fifty Seven,13650000,,,EGP,225,3,3,finished,False,available,active,2028-08-28,False,,True,"Fifty Seven, New Cairo","Townhouse for sale in Fifty Seven. 225 sqm, finished, unfurnished, 3 bedrooms, 3 bathrooms. Delivery: 2028-08-28."
FIFTH-SQ-049-01,100 sqm apartment in Fifth Square - 2 BR,sale,apartment,New Cairo,New Cairo,Fifth Square,10750000,,,EGP,100,2,2,fully_finished,False,available,active,2026-11-05,False,,True,"Fifth Square, New Cairo","Apartment for sale in Fifth Square. 100 sqm, fully finished, unfurnished, 2 bedrooms, 2 bathrooms. Delivery: 2026-11-05."
FIFTH-SQ-049-02,170 sqm apartment in Fifth Square - 3 BR,sale,apartment,New Cairo,New Cairo,Fifth Square,10550000,,,EGP,170,3,3,fully_finished,False,available,active,2027-01-18,False,,True,"Fifth Square, New Cairo","Apartment for sale in Fifth Square. 170 sqm, fully finished, unfurnished, 3 bedrooms, 3 bathrooms. Delivery: 2027-01-18."
FIFTH-SQ-049-03,255 sqm duplex in Fifth Square - 4 BR,sale,duplex,New Cairo,New Cairo,Fifth Square,24600000,,,EGP,255,4,4,finished,False,available,active,2027-01-24,False,,True,"Fifth Square, New Cairo","Duplex for sale in Fifth Square. 255 sqm, finished, unfurnished, 4 bedrooms, 4 bathrooms. Delivery: 2027-01-24."
MAR-VILL-050-01,90 sqm apartment in Mar Ville - 2 BR,sale,apartment,New Cairo,New Cairo,Mar Ville,7700000,,,EGP,90,2,2,fully_finished,False,available,active,2028-07-11,False,,True,"Mar Ville, New Cairo","Apartment for sale in Mar Ville. 90 sqm, fully finished, unfurnished, 2 bedrooms, 2 bathrooms. Delivery: 2028-07-11."
MAR-VILL-050-02,155 sqm apartment in Mar Ville - 3 BR,sale,apartment,New Cairo,New Cairo,Mar Ville,14700000,,,EGP,155,3,2,semi_finished,False,available,active,2028-04-29,False,,True,"Mar Ville, New Cairo","Apartment for sale in Mar Ville. 155 sqm, semi finished, unfurnished, 3 bedrooms, 2 bathrooms. Delivery: 2028-04-29."
MAR-VILL-050-03,205 sqm townhouse in Mar Ville - 3 BR,sale,townhouse,New Cairo,New Cairo,Mar Ville,19800000,,,EGP,205,3,3,finished,False,available,active,2028-03-15,False,,True,"Mar Ville, New Cairo","Townhouse for sale in Mar Ville. 205 sqm, finished, unfurnished, 3 bedrooms, 3 bathrooms. Delivery: 2028-03-15."
CREEK-TO-051-01,100 sqm apartment in Creek Town - 2 BR,sale,apartment,New Cairo,New Cairo,Creek Town,8100000,,,EGP,100,2,2,finished,False,available,active,2028-03-12,False,,True,"Creek Town, New Cairo","Apartment for sale in Creek Town. 100 sqm, finished, unfurnished, 2 bedrooms, 2 bathrooms. Delivery: 2028-03-12."
CREEK-TO-051-02,140 sqm apartment in Creek Town - 3 BR,sale,apartment,New Cairo,New Cairo,Creek Town,8650000,,,EGP,140,3,2,finished,True,available,active,2028-05-04,False,,True,"Creek Town, New Cairo","Apartment for sale in Creek Town. 140 sqm, finished, furnished, 3 bedrooms, 2 bathrooms. Delivery: 2028-05-04."
CREEK-TO-051-03,205 sqm townhouse in Creek Town - 3 BR,sale,townhouse,New Cairo,New Cairo,Creek Town,19650000,,,EGP,205,3,3,finished,False,available,active,2027-12-23,False,,True,"Creek Town, New Cairo","Townhouse for sale in Creek Town. 205 sqm, finished, unfurnished, 3 bedrooms, 3 bathrooms. Delivery: 2027-12-23."
GO-HELIO-052-01,100 sqm apartment in Go Heliopolis - 2 BR,sale,apartment,Cairo,Cairo,Go Heliopolis,10250000,,,EGP,100,2,2,finished,False,available,active,2027-08-16,False,,True,"Go Heliopolis, Cairo","Apartment for sale in Go Heliopolis. 100 sqm, finished, unfurnished, 2 bedrooms, 2 bathrooms. Delivery: 2027-08-16."
GO-HELIO-052-02,145 sqm apartment in Go Heliopolis - 3 BR,sale,apartment,Cairo,Cairo,Go Heliopolis,8100000,,,EGP,145,3,2,semi_finished,False,available,active,2027-10-16,False,,True,"Go Heliopolis, Cairo","Apartment for sale in Go Heliopolis. 145 sqm, semi finished, unfurnished, 3 bedrooms, 2 bathrooms. Delivery: 2027-10-16."
GO-HELIO-052-03,205 sqm townhouse in Go Heliopolis - 3 BR,sale,townhouse,Cairo,Cairo,Go Heliopolis,18400000,,,EGP,205,3,3,semi_finished,True,available,active,2027-08-15,False,,True,"Go Heliopolis, Cairo","Townhouse for sale in Go Heliopolis. 205 sqm, semi finished, furnished, 3 bedrooms, 3 bathrooms. Delivery: 2027-08-15."
